,Japanese Name,Romanized Name,Official English Name,Debut,Affiliations,Occupations,Status,Birthday,,Character,Origin,Residence,Age,Height,Blood Type,English Name,Meaning,Type,Age at Death,LiveAction Portrayal,Alias,First Appearance,Admiral,Main Ship,Total Bounty,Affiliation,Patriarch,Captain,Occupation,Leaders,Residency,12th Leader,13th Tobe Leader,Kingdom,Boss,Matriarch,GovernorGeneral, Number,Size,First appearance,Region,Netflix English VA,Birth Name,Japanese VA,Funi English VA,Features,Weight,Fruit Debut,Usage Debut,Previous User, key,Vessel,Homeland,Completion Date,Length,Affiliates
429,Uma Uma no Mi,Piēru,Pierre,Chapter 237; Episode 153,Gan Fall,Gan Fall's pet,Alive,October 8th,Z. Charles Bolton,Pierre,,,,,,Horse-Horse Fruit,Horse,Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,ポンプ,Ponpu,Pump,Chapter 1029; Episode 1054,Kid Pirates,Pirate,Unknown,,Tristan Bonner,Pomp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,ピクルス,Pikurusu,Pickles,Chapter 309; Episode 210,Foxy Pirates; Groggy Monsters,Pirate; Combatant,Alive,January 9th,Bradford Jackson,Pickles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,パイク,Paiku,Pike,Chapter 652; Episode 572,Marines; G-5,,Alive,,Ricco Fajardo,Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Ishi Ishi no Mi,Pīka,Pica,Chapter 700; Episode 629,Donquixote Pirates,Pirate Executive Officer,Alive,December 14th,Ry McKeand,Pica,North Blue,Downs (former)Spider Miles (former)Dressrosa (former),40,"470 cm (15'5"")",X,Stone-Stone Fruit,Stone,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Horo Horo no Mi,Perōna,Perona,Chapter 443; Episode 338,Dracule Mihawk;Thriller Bark Pirates (Mysterious Four),Pirate;Wild Zombies and Surprise Zombies Commander,Alive,June 7th,Felicia Angelle,Perona,West Blue,Kuraigana Island (former);Thriller Bark (former),23 (debut)25 (after timeskip),"160 cm (5'3"")",XF,Hollow-Hollow Fruit,Hollow,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,ピーターマン,Pītāman,Peterman,Chapter 499; Episode 393,Hound Pets,Slave trader,Alive,January 4th,Ian Ferguson,Peterman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,ペッポコ,Peppoko,Peppoko,Chapter 2; Episode 1,Alvida Pirates,Pirate,Alive,September 2nd,Chris Burnett,Peppoko,East Blue,Goat Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,ペンギン,Pengin,Penguin,Chapter 498; Episode 392,Heart Pirates,Pirate,Unknown,April 25th (World Penguin Day),Seth Magill,Penguin,North Blue,Swallow Island (former),26 (debut)28 (after timeskip),,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,ピータームー,Pītāmū,Peetamu,Chapter 966; Episode 959,Roger Pirates,Pirate,Unknown,,,Petermoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,ペリーニ,Perīni,Pellini,Chapter 711; Episode 641,Tontatta KingdomTontatta PiratesStraw Hat Grand Fleet,Pirate,Alive,,Lee George,Pellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Kame Kame no Mi,Pekomuzu,Pekoms,Chapter 651; Episode 570,Big Mom Pirates; Nox Pirates (former),Combatant; Broker,Unknown,April 11th,Christopher Guerrero,Pekoms,,Zou (former),27,"232 cm (7'7"")",S,Turtle-Turtle Fruit,Turtle,Zoan,,,"""Nazoms"" (ナゾムズ, Nazomuzu?, Viz: ""Mystoms"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,"Tori Tori no Mi, Model: Falcon",Peru,Pell,Chapter 155; Episode 91,Arabasta Kingdom,Commander of Royal Guards,Alive,August 23rd,Kevin M. Connolly,Pell,Grand Line (Arabasta Kingdom),,33 (debut)35 (after timeskip),"189 cm (6'2¾"")",X,"Tweet-Tweet Fruit Falcon Type (VIZ);Tweet-Tweet Fruit (4Kids);Bird-Bird Fruit, Model: Falcon (Funimation)",Bird,Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,ペッコリ,Pekkori,Pekkori,Chapter 524; Episode 421,Harahettania,Priest,Alive,,Ben Holmes,Pekkori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,ピープリー･ルル,Pīpurī Ruru,Peepley Lulu (Viz)Peeply Lulu (Funimation),Chapter 323; Episode 230,Galley-La Company,Dock One Foreman; Shipwright,Alive,January 2nd,Martin Cervantes,Peepley Lulu,Grand Line (Water 7),Water 7,31 (debut)33 (after timeskip),"206 cm (6'9"")",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,パール,Pāru,Pearl,Chapter 54; Episode 25,Krieg Pirates,Commander of the Krieg Pirates' second unit,Alive,July 11th,J. Michael Tatum,Pearl,East Blue,,23 (debut)25 (after timeskip),"239 cm (7'10"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,パブリク,Paburiku,Pavlik,Chapter 553; Episode 477,Whitebeard Pirates,Pirate; Captain,Alive,,Alejandro Saab,Pavlik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,桃ひげ,Momohige,Peachbeard,Chapter 904; Episode 880,Peachbeard Pirates; Blackbeard Pirates,Pirate; Captain; Blackbeard's subordinate,Alive,March 27th,Kenny James,Peachbeard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,ペドロ,Pedoro,Pedro,Chapter 805; Episode 754,Mokomo Dukedom; Guardians;; Ninja-Pirate-Mink-Samurai Alliance; Nox Expedition Party\Pirates (former),Captain of the Guardians; Pirate (Former); Captain (former),Deceased,June 16th,Ben Balmaceda,Pedro,Grand Line (Mokomo Dukedom),Zou (Whale Forest),,"233 cm (7'7¾"")",F,,,,32 (82 from spent lifespan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,パウリー,Paurī,"Paulie (FUNimation, Viz);Pauly (Unlimited Adventure)",Chapter 323; Episode 230,Galley-La Company,Vice President of Galley-La; Dock One Foreman (promoted); Shipwright,Alive,July 8th,David Wald;Andrew Chandler (Unlimited Adventure),Paulie,Grand Line (Water 7),Water 7,24 (debut)26 (after timeskip),"195 cm (6'5"")",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,パシア,Pashia,Pasia (Viz);Pashia (Funimation),Chapter 501; Episode 394,,"Dancer, Slave (former)",Alive,February 21st,Katherine Salavarria,Pascia,South Blue,,20 (debut),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,パティ,Pati,Patty,Chapter 44; Episode 21,Baratie,Patissier,Alive,March 12th,Jeremy Inman,Patty,East Blue,,27 (debut)29 (after timeskip),"204 cm (6'8"")",X,,,,,Brashaad Mayweather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,パパス,Papasu,Papas,Chapter 1039; Episode 1066,Kid Pirates,Pirate,Unknown,,Zac Loera,Papas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,パッパグ,Pappagu,Pappagu;Pappag (WT100),Chapter 195 (cover); Episode 385,Criminal brand; Takoyaki 8,Fashion Designer; Takoyaki seller; Pet,Alive,September 21st,Chris Cason,Pappag,"Grand Line (Ryugu Kingdom, Fish-Man Island)",Gyoverly Hills,31 (debut)33 (after timeskip),"50 cm (1'7"")",XF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,パンジー,Panjī,Pansy,Chapter 515; Episode 409,Kuja,Warrior,Alive,July 20th,Dawn M. Bennett,Pansy,Calm Belt (Amazon Lily),Amazon Lily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,パンクータ・ダケヤン,Pankūta Dakeyan,Justy Tinbread,Chapter 525; Episode 422,,Prisoner,Alive,June 29th,,Pankuta Dakeyan,Grand Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,パンドラ,Pandora,Pandora,"Chapter 867, Episode 837",Carmel,,Unknown,,Marisa Duran,Pandora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,パンダウーマン美,Pandaūmanmi,Pandawomanmi,Chapter 517; Episode 409,Easter egg,,Alive,February 29th,,Pandawoman,Calm Belt (Amazon Lily),Amazon Lily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,パンダマン,Pandaman,Panda ManPandaman (WT100),Chapter 44;We Are!; Episode 16,,Wrestler,Alive,February 29th,Mahito Ohba,Pandaman,Tibet,"Panda Island (パンダ島, Panda-jima?)",Even he does not know,"200 cm (6'7"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122 kg (269 lb),,,,,,,,,
458,パパニール,Papanīru,Papaneel,Chapter 621; Episode 540,,Robber (formerly),Alive,,Clay Wheeler,Papaneel,Grand Line (Ryugu Kingdom; Fish-Man Island),Ryugu Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"Ryu Ryu no Mi, Model: Spinosaurus",Pējiwan,Page One,Chapter 929; Episode 923,Beasts Pirates (Tobiroppo),Shinuchi,Alive,February 10th,Tom Laflin,Page One,Grand Line,Wano Country,20,"171 cm (5'7"")",X,"Dragon-Dragon Fruit, Model: Spinosaurus","Dragon, Spinosaurus",Ancient Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,アウトルック3世,Autorukku Sansei,Outlook III,Chapter 585; Episode 496,Goa Kingdom (High Town),Noble,Alive,,Ken Marmon,Outlook III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,パガヤ,Pagaya,Pagaya,Chapter 239; Episode 154,,Engineer,Alive,August 17th,Grant James,Pagaya,Grand Line (Skypiea),,52 (debut)54 (after timeskip),"179 cm (5'10"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,オッサモンド,Ossamondo,Ossamond,Chapter 552; Episode 461,Spade Pirates,Pirate,Alive,,,Ossamondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,オトヒメ,Otohime,Otohime,"Chapter 621; Episode 539 (image), Episode 540",Neptune Family; Ryugu Kingdom,Queen of the Ryugu Kingdom,Deceased,January 10th,Amanda Lee,Otohime,Grand Line (Ryugu Kingdom),,,"224 cm (7'4"")",S,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,パームス,Pāmusu,Palms,Chapter 553; Episode 470,His own crew; Ally of the Whitebeard Pirates,Pirate; Captain,Alive,March 11th,Justin Briner,Palms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,オオロンブス,Ōronbusu,Olombus (Former); Orlumbus,Chapter 704; Episode 632,Yonta Maria Grand Fleet; Straw Hat Grand Fleet; Standing Kingdom,Captain of the Seventh Ship of the Straw Hat Grand Fleet; Pirate;  Admiral; Adventurer (former),Alive,June 23rd,Brandon Potter,Orlumbus,Grand Line (Standing Kingdom),,42,"480 cm (15'9"")",X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,オラン,Oran,Oran,"Chapter 391, Episode 275",,,Deceased,,Randy Pearlman,Oran,,,,,,,,,Younger than 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,オニグモ,Onigumo,Onigumo,Chapter 420; Episode 302,Marines,Vice Admiral,Alive,February 8th,Lucas Schuneman,Onigumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,大マサ,Ōmasa,Ohmasa,Chapter 952; Episode 946,,Yakuza boss; Prisoner (former); Samurai,Alive,,William Ofoegbu,Omasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,"Hito Hito no Mi, Model: Onyudo",Onimaru,Onimaru,Chapter 936; Episode 932,Shimotsuki Family (Shimotsuki Ushimaru); Kozuki Family (Kawamatsu),Warrior Monk; Highway Robber; Pet (former),Alive,November 19th,Cyrus Rodas,Onimaru,,Wano Country (Ringo),69,"428 cm (14'1"") (Human form)",X,,"Human, Big Monk",Mythical Zoan,,,"Gyukimaru (牛鬼丸, Gyūkimaru?)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,オリバ,Oriba,Oliva,"One Piece novel A, Volume 2",Whitebeard Pirates (former),Boss of Port Chibaralta Island (former),Alive,,,Oliva,,Port Chibaralta Island (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,オリ婆,Ori-bā,Crone Oli,Chapter 1076,Red Hair Pirates,Pirate; Captain,Alive,,,Oli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,おかめ,Okame,Okame,Chapter 163; Episode 100,Suna Suna Clan (former); Rebel Army,Rebel (former),Alive,,,Okame,,Arabasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,オイモ,Oimo,Oimo,Chapter 377; Episode 265,World Government (defected); Giant Warrior Pirates,Pirate; Gate Guardian (former),Alive,January 6th,Tyson Rinehart,Oimo,Grand Line (Elbaf),ElbafEnies Lobby (former)Water 7 (former),151 (debut)153 (after timeskip),"1600 cm (52'6"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,オコメ,Okome,Ryce,Chapter 224; Episode 146,Hokahoka Pirates,Pirate; First Mate,Alive,,,Okome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,オイデー,Oidē,N/A,Chapter 909; Episode 890,,,Alive,,Molly Zhang,Oide,,Sphinx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,オーム,Ōmu,Ohm,Chapter 241; Episode 155,God's Army (former),Priest of Enel (former),Unknown,March 25th,Troy BakerPatrick McAlister (Episode of Skypiea),Ohm,Sky Islands (Birka),,27 (debut)29 (after timeskip),"189 cm (6'2"")",XF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,王直,Ōchoku,Wang Zhi,Chapter 957; Episode 958 (mentioned),Rocks Pirates (former),Pirate,Unknown,,,Ochoku,,Hachinosu (formerly),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,オクトパ子,Okutopako,Octopako,Chapter 203 (cover); Episode 531‎,,,Alive,August 5th,,Octopako,Grand Line (Ryugu Kingdom; Fish-Man Island),Gyoverly Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,オーズ,Ōzu,Oars,Chapter 456; Episode 350,Thriller Bark Pirates,Special Zombie; Leader of clan of evil giants (former),Deceased,October 4th,Colleen Clinkenbeard,Oars,North Blue,,,"67 m (219'10"")",F,,,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,102 t,,,,,,,,,
480,猫車（にゃしゃ）,Nyasha,Calicoach,Chapter 842; Episode 806,,Steed,Alive,May 28th,Jacob Browning,Nyasha,,Germa Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,ヌギレ・ヤイヌ,Nugire Yainu,Snott Mee,Chapter 37; Episode 10,Black Cat Pirates,Shipwright; Pirate,Deceased,July 18th,Sean Schemmel,Nugire Yainu,East Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,ヌーボン,Nūbon,Nubon,Chapter 711; Episode 641,Tontatta Kingdom; Tonta Corps; Straw Hat Grand Fleet,Pirate,Alive,,Kenny James,Nubon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,ノスガール,Nosugāru,N/A,Chapter 579,Ally of the Whitebeard Pirates,Pirate; Captain,Alive,,,Nosgarl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,のり子,Noriko,N/A,Chapter 940; Episode 937,,,Alive,,Brianna Roberts,Noriko,,"Ebisu Town, Wano Country",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,ノラ,Nora,Nola,Chapter 255; Episode 168,Shandia; Wagomuland,,Alive,March 10th,Kyle Hebert (Episode 168-176);Peter Hawkinson (Episode 177-187);Christopher Bevins (Episode 188+); Jim Foronda (Episode of Sky Island),Nola,,,Over 400,,,,,,,,,,,,,,,,,,,,,,,,,,Over 200 m long (estimated),,,,,,,,"Over 40,000 tons (estimated)",,,,,,,,,
486,のらギツネ,Nora-Gitsune,Stray Fox,Chapter 598; Episode 518,Fake Straw Hat Crew,Pet,Alive,April 10th,Colleen Clinkenbeard,Nora Gitsune,East Blue,,13,"103 cm (3'4"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,濡れ女,Nure-Onna,Nure-Onna,Chapter 998; Episode 1013,Beasts Pirates,Gifter,Alive,,Morgan Lauré Garrett,Nure-Onna,,,,,,Hognose Snake SMILE,,Artificial Zoan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,ノジコ,Nojiko,Nojiko,Chapter 70; Episode 31,,Mikan Farmer,Alive,July 25th,Tiffany GrantJad Saxton (young in ep. 539),Nojiko,East Blue,Cocoyasi Village; Oykot Kingdom (former),20 (debut)22 (after timeskip),"170 cm (5'7"")",S,,,,,Chioma UmealaElihle Modise (young),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,貴族ワニ,Kizoku Wani,Aristocroc,Chapter 831; Episode 791,Big Mom Pirates,,Alive,October 17th,Dallas Reid,Noble Croc,,Whole Cake Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,ニトロ,Nitoro,Nitro,Chapter 651; Episode 571,Big Mom Pirates; Cacao Island,,Alive,,Cedric Williams,Nitro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,ナインス,Nainsu,Ninth,Chapter 558,Ally of the Whitebeard Pirates,Pirate; Captain,Alive,,,Ninth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,ニカ,Nika,Nika,Chapter 1018 (silhouette); Episode 1040 (silhouette),,,Unknown,,"""Sun God Nika"" (太陽の神ニカ, Taiyō no Kami Nika?)""Warrior of Liberation"" (解放の戦士, Kaihō no Senshi?)",Nika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,にんじん,Ninjin,CarrotNinjin (Odex),Chapter 23; Episode 9,Usopp Pirates (disbanded),Pretend Pirate (formerly),Alive,February 2nd,Kate Oxley,Ninjin,East Blue (Gecko Islands),Syrup Village,9 (debut)11 (after timeskip),"127 cm (4'2"")",X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,ノコッティ,Nokotti,N/A,Chapter 936; Episode 932,Beasts Pirates,Waiter; Prisoner Mine Guard,Alive,,,Nokotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Hana Hana no Mi,Niko Robin,Nico Robin,Chapter 114; Episode 67,"Straw Hat Pirates;Straw Hat Grand Fleet;Baroque Works (defected);Foxy Pirates (filler, temporary);Ohara Archaeologists (former);Revolutionary Army (former, temporarily);Ninja-Pirate-Mink-Samurai Alliance (disbanded)","Archaeologist; Senior Officer; Geisha (temporary); Assassin (former); Baroque Works Vice President (former); Rain Dinners manager (former); Revolutionary (former, temporarily); Slave (former)",Alive,February 6th,Stephanie Young;Jad Saxton (young),Nico Robin,West Blue,"Ohara (former);Arabasta (former);Baltigo (former, temporary)",28 (debut)30 (after timeskip),"188 cm (6'2"") (debut, after timeskip)",S,Hana-Hana Fruit (4Kids);Flower-Flower Fruit (VIZ/Funimation),Flower; Bloom,Paramecia,,,"""Miss All Sunday"" (ミス・オールサンデー, Misu Ōrusandē?, Ms. Sunday (4Kids dub)) (former)""O-Robi"" (おロビ, Orobi?, English versions: ""Orobi"")",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,ニゲラッタ,Nigeratta,Abscondo,Chapter 398; Episode 278,N/A,Citizen,Alive,,,Nigeratta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,ニコ･オルビア,Niko Orubia,Nico Olvia,Chapter 392; Episode 275,Ohara Archaeologists,Archaeologist,Deceased,February 6th,Stephanie Young,Nico Olvia,West Blue (Ohara),,,"186 cm (6'1"")",S,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,ネロ,Nero,Nero,Chapter 367; Episode 257,CP9 (former),Cipher Pol Agent (former),Unknown,January 26th,Todd Haberkorn,Nero,West Blue,,20 (debut)22 (after timeskip),"202 cm (6'7½"")",X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,イム聖,Imu Sei,St. Imu,Chapter 1085 (mentioned),Great Kingdom (World Government's archenemy); World Government (First Twenty),Founder of the World Government,Unknown,,,Nerona Imu,,Mary Geoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,ネズミ,Nezumi,Nezumi,Chapter 69; Episode 31,Marines; Marine 16th Branch,Marine Captain,Alive,December 12th,Vic MignognaDerick Snow (2019+),Nezumi,East Blue,,34 (debut)36 (after timeskip),"182 cm (5'11¾"")",XF,,,,,Rory Acton-Burnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,ネリネ,Nerine,Nerine,Chapter 514; Episode 408,Kuja,Kuja warrior,Alive,December 15th,Michelle Rojas,Nerine,Calm Belt (Amazon Lily),Amazon Lily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,ネプチューン,Nepuchūn,Neptune,Chapter 611; Episode 530,Neptune Family; Ryugu Kingdom,Captain of the Royal Guard (former); King of the Ryugu Kingdom,Alive,July 3rd,Bruce DuBose,Neptune,Grand Line (Ryugu Kingdom),,70,1220 cm (40'),X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,フデフデの実,,Brush-Brush Fruit,,,,,,,Fude Fude no Mi,,,,,,,Brush,Paramecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapter 974; Episode 976,Chapter 754; Episode 691,Kurozumi Kanjuro,,,,,,
504,ネコマムシ,Nekomamushi,Cat ViperNekomamushi (WT100),Chapter 809; Episode 756,Mokomo Dukedom; Guardians; Kozuki Family; Ninja-Pirate-Mink-Samurai Alliance (disbanded); Nine Red Scabbards; Roger Pirates (former); Whitebeard Pirates (former),Ruler of Mokomo Dukedom (former); Guardian of the Whale Forest (former); Retainer; Samurai; Pirate Apprentice (former),Alive,November 22nd,SungWon Cho;Emi Lo (young),Nekomamushi,Grand Line (Mokomo Dukedom),Zou (Whale Forest) (Former)Wano Country,40,"522 cm (17'1"")",S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,ネギ熊まりあ,Negikuma Maria,Maria Onion Bear (VIZ);Mrs. Negi (Funimation)Big Mama (4Kids),Chapter 133; Episode 80,,Housewife,Alive,November 14th,Wendy Powell,Negikuma Maria,Grand Line (Drum Island),Bighorn,43 (debut),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,ネギー,Negī,N/A,Chapter 906; Episode 884,Levely,Queen,Alive,,Unknown,Neggy,,Gingaball Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,ネフェルタリ・D（ディー）・リリィ,Neferutari Dī Rirī,Nefeltari D. Lily,Chapter 1084 (silhouette),Arabasta Kingdom; Nefertari Family; World Government,Queen of Arabasta,Deceased,,,Nefertari D. Lili,Grand Line (Arabasta Kingdom),Arabasta Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,ネフェルタリ・ティティ,Neferutari Titi,Nefeltari Titi,Chapter 215; Episode 129,Arabasta Kingdom,Queen,Deceased,,N/A,Nefertari Titi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,ネフェルタリ・ビビ,Neferutari Bibi,"Nefeltari Vivi (VIZ, 4Kids, Funimation subs, Odex, Movie 8 dub);Vivi Nefertari (Funimation dub);Nefertari Vivi (Unlimited Adventure)",Chapter 103; Episode 62,"Arabasta Kingdom (Nefertari Family); Straw Hat Pirates (former, temporary); Baroque Works (double agent); Suna Suna Clan (former)",Princess of Arabasta; Pirate (former); Bounty Hunter (former); Frontier Agent (former); Suna Suna Clan Vice-Leader (former),Alive,February 2nd,Caitlin Glass,Nefertari Vivi,Grand Line (Arabasta Kingdom),Arabasta Kingdom (Alubarna),16 (debut)18 (after timeskip),"169 cm (5'7"")",F,,,,,,"""Miss Wednesday"" (ミス・ウェンズデー, Misu Wenzudē?),""Ms. Wednesday"" (4Kids dub)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,ネフェルタリ・コブラ,Neferutari Kobura,"Nefeltari Cobra (VIZ, Movie 8);Nefertari Cobra (Funimation);Nefeltari Nebra (4Kids)",Chapter 142; Episode 91,Arabasta Kingdom,King of Arabasta,Deceased,February 13th,Kyle Hebert,Nefertari Cobra,Grand Line (Arabasta Kingdom),"Alubarna, Arabasta","48 (debut)50 (after timeskip, at death)","182 cm (6'0"")",F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,ナヅ・ケタガーリ,Nazu Ketagāri,Nay Mingheim,SBS Volume 94,Marines,Vice Admiral,Alive,,,Nazu Ketagari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,ナシ,Nashi,N/A,Chapter 906; Episode 884,Levely,King,Alive,,,Nashi,,Ringo Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,七鬼（ナンギ）,Nangi,Nangi,Chapter 988; Episode 997,Beasts Pirates (Numbers),,Alive,,Yūsei Oda,Nangi,,Onigashima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,ナミュール,Namyūru,Namule,Chapter 552; Episode 461,Whitebeard Pirates,8th Division Commander; Pirate,Alive,July 6th,Daisuke Matsubara,Namur,Grand Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
